game_date,home_team,away_team,home_ticker,away_ticker,timestamp,home_high_cents,home_low_cents,home_volume,home_trades,away_high_cents,away_low_cents,away_volume,away_trades
2025-10-21,Oklahoma City Thunder,Houston Rockets,KXNBAGAME-25OCT21HOUOKC-OKC,KXNBAGAME-25OCT21HOUOKC-HOU,2025-10-22 01:00:17.100000+00:00,0.51,0.51,200,1,,,0,0
2025-10-21,Oklahoma City Thunder,Houston Rockets,KXNBAGAME-25OCT21HOUOKC-OKC,KXNBAGAME-25OCT21HOUOKC-HOU,2025-10-22 01:00:17.500000+00:00,0.51,0.51,43,1,,,0,0
2025-10-21,Oklahoma City Thunder,Houston Rockets,KXNBAGAME-25OCT21HOUOKC-OKC,KXNBAGAME-25OCT21HOUOKC-HOU,2025-10-22 01:00:17.900000+00:00,0.51,0.51,1,1,,,0,0
2025-10-21,Oklahoma City Thunder,Houston Rockets,KXNBAGAME-25OCT21HOUOKC-OKC,KXNBAGAME-25OCT21HOUOKC-HOU,2025-10-22 01:00:18.200000+00:00,,,0,0,0.5,0.5,50,1
2025-10-21,Oklahoma City Thunder,Houston Rockets,KXNBAGAME-25OCT21HOUOKC-OKC,KXNBAGAME-25OCT21HOUOKC-HOU,2025-10-22 01:00:19.400000+00:00,0.51,0.51,18,1,,,0,0
2025-10-21,Oklahoma City Thunder,Houston Rockets,KXNBAGAME-25OCT21HOUOKC-OKC,KXNBAGAME-25OCT21HOUOKC-HOU,2025-10-22 01:00:20+00:00,,,0,0,0.5,0.5,800,1
2025-10-21,Oklahoma City Thunder,Houston Rockets,KXNBAGAME-25OCT21HOUOKC-OKC,KXNBAGAME-25OCT21HOUOKC-HOU,2025-10-22 01:00:20.400000+00:00,,,0,0,0.5,0.5,200,1
2025-10-21,Oklahoma City Thunder,Houston Rockets,KXNBAGAME-25OCT21HOUOKC-OKC,KXNBAGAME-25OCT21HOUOKC-HOU,2025-10-22 01:00:20.700000+00:00,,,0,0,0.5,0.5,38,1
2025-10-21,Oklahoma City Thunder,Houston Rockets,KXNBAGAME-25OCT21HOUOKC-OKC,KXNBAGAME-25OCT21HOUOKC-HOU,2025-10-22 01:00:23+00:00,0.51,0.51,75,1,,,0,0
2025-10-21,Oklahoma City Thunder,Houston Rockets,KXNBAGAME-25OCT21HOUOKC-OKC,KXNBAGAME-25OCT21HOUOKC-HOU,2025-10-22 01:00:23.300000+00:00,0.51,0.51,20,1,,,0,0
2025-10-21,Oklahoma City Thunder,Houston Rockets,KXNBAGAME-25OCT21HOUOKC-OKC,KXNBAGAME-25OCT21HOUOKC-HOU,2025-10-22 01:00:24.500000+00:00,0.51,0.51,94,1,,,0,0
2025-10-21,Oklahoma City Thunder,Houston Rockets,KXNBAGAME-25OCT21HOUOKC-OKC,KXNBAGAME-25OCT21HOUOKC-HOU,2025-10-22 01:00:25.500000+00:00,0.51,0.51,18,1,,,0,0
2025-10-21,Oklahoma City Thunder,Houston Rockets,KXNBAGAME-25OCT21HOUOKC-OKC,KXNBAGAME-25OCT21HOUOKC-HOU,2025-10-22 01:00:26+00:00,0.51,0.51,2000,1,,,0,0
2025-10-21,Oklahoma City Thunder,Houston Rockets,KXNBAGAME-25OCT21HOUOKC-OKC,KXNBAGAME-25OCT21HOUOKC-HOU,2025-10-22 01:00:26.200000+00:00,0.51,0.51,9,1,,,0,0
2025-10-21,Oklahoma City Thunder,Houston Rockets,KXNBAGAME-25OCT21HOUOKC-OKC,KXNBAGAME-25OCT21HOUOKC-HOU,2025-10-22 01:00:27+00:00,,,0,0,0.5,0.5,154,1
2025-10-21,Oklahoma City Thunder,Houston Rockets,KXNBAGAME-25OCT21HOUOKC-OKC,KXNBAGAME-25OCT21HOUOKC-HOU,2025-10-22 01:00:27.200000+00:00,0.51,0.51,500,1,,,0,0
2025-10-21,Oklahoma City Thunder,Houston Rockets,KXNBAGAME-25OCT21HOUOKC-OKC,KXNBAGAME-25OCT21HOUOKC-HOU,2025-10-22 01:00:27.500000+00:00,0.51,0.51,2000,1,,,0,0
2025-10-21,Oklahoma City Thunder,Houston Rockets,KXNBAGAME-25OCT21HOUOKC-OKC,KXNBAGAME-25OCT21HOUOKC-HOU,2025-10-22 01:00:27.700000+00:00,0.51,0.51,20,1,,,0,0
2025-10-21,Oklahoma City Thunder,Houston Rockets,KXNBAGAME-25OCT21HOUOKC-OKC,KXNBAGAME-25OCT21HOUOKC-HOU,2025-10-22 01:00:28.100000+00:00,0.51,0.51,18,1,,,0,0
2025-10-21,Oklahoma City Thunder,Houston Rockets,KXNBAGAME-25OCT21HOUOKC-OKC,KXNBAGAME-25OCT21HOUOKC-HOU,2025-10-22 01:00:29.100000+00:00,0.51,0.51,350,1,,,0,0
2025-10-21,Oklahoma City Thunder,Houston Rockets,KXNBAGAME-25OCT21HOUOKC-OKC,KXNBAGAME-25OCT21HOUOKC-HOU,2025-10-22 01:00:29.500000+00:00,0.51,0.51,37,1,0.5,0.5,36,1
2025-10-21,Oklahoma City Thunder,Houston Rockets,KXNBAGAME-25OCT21HOUOKC-OKC,KXNBAGAME-25OCT21HOUOKC-HOU,2025-10-22 01:00:31.600000+00:00,,,0,0,0.5,0.5,139,1
